Query,City,Relevance Score
Cities with rich literary history,Brownsville (Texas),1
Cities with rich literary history,Quito,2
Cities with rich literary history,Krako虂w,2
Cities with rich literary history,Glasgow,2
Cities with rich literary history,Turku,2
Cities with rich literary history,Valencia,2
Cities with rich literary history,Zurich,2
Cities with rich literary history,Geneva,2
Cities with rich literary history,Reykjavi虂k,2
Cities with rich literary history,Westchester County,3
Cities with rich literary history,Genoa,2
Cities with rich literary history,Fredericton,2
Cities with rich literary history,Santa Fe (New Mexico),2
Cities with rich literary history,Syracuse (New York),1
Cities with rich literary history,Chennai,3
Cities with rich literary history,Dunedin,3
Cities with rich literary history,Kos虒ice,2
Cities with rich literary history,Hamburg,2
Cities with rich literary history,Bologna,2
Cities with rich literary history,Malta,2
Cities with rich literary history,Auckland,1
Cities with rich literary history,Dallas,1
Cities with rich literary history,Mexico City,2
Cities with rich literary history,Stuttgart,2
Cities with rich literary history,Bordeaux,1
Cities with rich literary history,Kochi,2
Cities with rich literary history,Lahore,3
Cities with rich literary history,Santiago,2
Cities with rich literary history,Kingston (Ontario),2
Cities with rich literary history,Oklahoma City,1
Cities with rich literary history,Rochester (Minnesota),1
Cities with rich literary history,Ias苔i,3
Cities with rich literary history,Santo Domingo,2
Cities with rich literary history,Amman,1
Cities with rich literary history,Kolkata,3
Cities with rich literary history,Gillette,1
Cities with rich literary history,Albuquerque,1
Cities with rich literary history,George Town (Malaysia),2
Cities with rich literary history,Boise,1
Cities with rich literary history,Orlando,1
Cities with rich literary history,Flint,2
Cities with rich literary history,Sarajevo,3
Cities with rich literary history,Oslo,2
Cities with rich literary history,Cork,2
Cities with rich literary history,Victoria (British Columbia),2
Cities with rich literary history,Las Vegas,0
Cities with rich literary history,Thiruvananthapuram,2
Cities with rich literary history,Innsbruck,1
Cities with rich literary history,Missoula,2
Cities with rich literary history,Saskatoon,1
Cities with rich literary history,Kaunas,2
Cities with rich literary history,Leipzig,3
Cities with rich literary history,Peoria (Illinois),1
Cities with rich literary history,Troms酶,2
Cities with rich literary history,Marseille,2
Cities with rich literary history,Nashville,1
Cities with rich literary history,Lansing,1
Cities with rich literary history,Charlottetown,2
Cities with rich literary history,Windsor (Ontario),1
Cities with rich literary history,Dresden,3
Cities with rich literary history,Trabzon,3
Cities with rich literary history,Dhaka,2
Cities with rich literary history,Quebec City,2
Cities with rich literary history,San Antonio,2
Cities with rich literary history,Saint Thomas,0
Cities with rich literary history,St. John's,2
Cities with rich literary history,Monterey (California),3
Cities with rich literary history,Prague,2
Cities with rich literary history,Regina,1
Cities with rich literary history,Seville,3
Cities with rich literary history,Turin,2
Cities with rich literary history,Doha,2
Cities with rich literary history,Kalamazoo,1
Cities with rich literary history,Gothenburg,2
Cities with rich literary history,Caracas,1
Cities with rich literary history,Tampere,1
Cities with rich literary history,San Salvador,2
Cities with rich literary history,Montpellier,2
Cities with rich literary history,Sofia,2
Cities with rich literary history,Singapore,2
Cities with rich literary history,Houston,2
Cities with rich literary history,Copenhagen,2
Cities with rich literary history,Luxembourg (city),2
Cities with rich literary history,Toulouse,1
Cities with rich literary history,San Diego,1
Cities with rich literary history,Nelson (New Zealand),1
Cities with rich literary history,Naples,3
Cities with rich literary history,San Jose (California),2
Cities with rich literary history,Vilnius,2
Cities with rich literary history,Little Rock,2
Cities with rich literary history,Shenzhen,0
Cities with rich literary history,Yaounde虂,1
Cities with rich literary history,Freetown,1
Cities with rich literary history,Luxor,2
Cities with rich literary history,Algiers,2
Cities with rich literary history,Omaha,1
Cities with rich literary history,San Luis Obispo,1
Cities with rich literary history,Cartagena (Colombia),3
Cities with rich literary history,Abu Dhabi,1
Cities with rich literary history,Spokane,3
Cities with rich literary history,Grand Rapids,2
Cities with rich literary history,Ho Chi Minh City,2
Cities with rich literary history,Macau,2
Cities with rich literary history,Du虉sseldorf,2
Cities with rich literary history,Greenville (South Carolina),2
Cities with rich literary history,Phnom Penh,2
Cities with rich literary history,Tulsa,2
Cities with rich literary history,Cebu City,2
Cities with rich literary history,Warsaw,2
Cities with rich literary history,Zagreb,2
Cities with rich literary history,Reno,1
Cities with rich literary history,Lucknow,3
Cities with rich literary history,Cuzco,1
Cities with rich literary history,Hanover,1
Cities with rich literary history,Nuremberg,2
Cities with rich literary history,Istanbul,2
Cities with rich literary history,Kelowna,0
Cities with rich literary history,Rhodes (city),2
Cities with rich literary history,Tbilisi,3
Cities with rich literary history,Tallinn,1
Cities with rich literary history,Graz,1
Cities with rich literary history,Lima,2
Cities with rich literary history,Durban,2
Cities with rich literary history,Karachi,2
Cities with rich literary history,Palermo,2
Cities with rich literary history,Belo Horizonte,1
Cities with rich literary history,Saint Petersburg,3
Cities with rich literary history,Strasbourg,2
Cities with rich literary history,Dubrovnik,2
Cities with rich literary history,Tunis,2
Cities with rich literary history,Norfolk (Virginia),1
Cities with rich literary history,Sudbury (Ontario),1
Cities with rich literary history,San Jose虂 (Costa Rica),1
Cities with rich literary history,Morelia,2
Cities with rich literary history,Skopje,1
Cities with rich literary history,Bangkok,1
Cities with rich literary history,Nairobi,2
Cities with rich literary history,Fort Lauderdale,1
Cities with rich literary history,Poznan虂,2
Cities with rich literary history,Sioux Falls,0
Cities with rich literary history,Montevideo,2
Cities with rich literary history,Porto,3
Cities with rich literary history,Santa Barbara,2
Cities with rich literary history,Xi'an,3
Cities with rich literary history,Delhi,2
Cities with rich literary history,Nantucket,2
Cities with rich literary history,Beijing,3
Cities with rich literary history,Moncton,1
Cities with rich literary history,Cali,1
Cities with rich literary history,Erie,1
Cities with rich literary history,Jacksonville,1
Cities with rich literary history,Salzburg,2
Cities with rich literary history,Nantes,3
Cities with rich literary history,Jakarta,2
Cities with rich literary history,Springfield (Missouri),1
Cities with rich literary history,Tangier,3
Cities with rich literary history,Pune,3
Cities with rich literary history,Debrecen,3
Cities with rich literary history,Jaipur,2
Cities with rich literary history,Blenheim (New Zealand),0
Cities with rich literary history,Yerevan,2
Cities with rich literary history,Kavala,1
Cities with rich literary history,Billings,0
Cities with rich literary history,Rio de Janeiro,2
Cities with rich literary history,Trieste,3
Cities with rich literary history,Bilbao,2
Cities with rich literary history,Charleston (South Carolina),2
Cities with rich literary history,Pristina,1
Cities with rich literary history,Newcastle upon Tyne,2
Cities with rich literary history,Indore,1
Cities with rich literary history,Niamey,2
Cities with rich literary history,Honolulu,2
Cities with rich literary history,Chattanooga,1
Cities with rich literary history,South Bend,2
Cities with rich literary history,Tucson,2
Cities with rich literary history,Grand Junction,1
Cities with rich literary history,Abbotsford,3
Cities with rich literary history,Yangon,1
Cities with rich literary history,East London,1
Cities with rich literary history,Mangalore,1
Cities with rich literary history,Gold Coast,0
Cities with rich literary history,Palma de Mallorca,2
Cities with rich literary history,Asuncio虂n,2
Cities with rich literary history,Salvador,2
Cities with rich literary history,Surat,2
Cities with rich literary history,Medford (Oregon),1
Cities with rich literary history,Manila,2
Cities with rich literary history,Rapid City,1
Cities with rich literary history,Aurangabad,1
Cities with rich literary history,Lubbock,1
Cities with rich literary history,La Paz,2
Cities with rich literary history,Port Elizabeth,1
Cities with rich literary history,Mendoza,1
Cities with rich literary history,Addis Ababa,2
Cities with rich literary history,Wroc艂aw,2
Cities with rich literary history,San Juan,2
Cities with rich literary history,Accra,2
Cities with rich literary history,Anchorage,0
Cities with rich literary history,Bakersfield,1
Cities with rich literary history,Bergen,3
Cities with rich literary history,Belgrade,2
Cities with rich literary history,Santorini,2
Cities with rich literary history,Tashkent,2
Cities with rich literary history,Kingston (Jamaica),2
Cities with rich literary history,Raleigh,1
Cities with rich literary history,Patna,2
Cities with rich literary history,Dubai,1
Cities with rich literary history,Cancu虂n,0
Cities with rich literary history,Chiang Mai,2
Cities with rich literary history,Pretoria,0
Cities with rich literary history,Jackson (Mississippi),2
Cities with rich literary history,Lethbridge,1
Cities with rich literary history,Churchill,0
Cities with rich literary history,Khartoum,1
Cities with rich literary history,Saint John,1
Cities with rich literary history,Fargo,1
Cities with rich literary history,Traverse City,1
Cities with rich literary history,Jodhpur,1
Cities with rich literary history,Prince George,1
Cities with rich literary history,Taipei,3
Cities with rich literary history,Dayton,1
Cities with rich literary history,Xiamen,2
Cities with rich literary history,Ljubljana,2
Cities with rich literary history,Springfield (Illinois),2
Cities with rich literary history,Trondheim,2
Cities with rich literary history,Bremen,2
Cities with rich literary history,Varanasi,2
Cities with rich literary history,Colombo,1
Cities with rich literary history,Tirana,2
Cities with rich literary history,Knoxville,2
Cities with rich literary history,Casablanca,2
Cities with rich literary history,Harbin,1
Cities with rich literary history,Hangzhou,3
Cities with rich literary history,Ahmedabad,2
Cities with rich literary history,Kristiansand,1
Cities with rich literary history,Gaborone,0
Cities with rich literary history,Kuala Lumpur,2
Cities with rich literary history,Catania,2
Cities with rich literary history,Monterrey,1
Cities with rich literary history,Timmins,0
Cities with rich literary history,Napier,1
Cities with rich literary history,Kozhikode,1
Cities with rich literary history,Corpus Christi,1
Cities with rich literary history,Moscow,2
Cities with rich literary history,Guangzhou,2
Cities with rich literary history,Hurghada,0
Cities with rich literary history,Sault Sainte Marie (Ontario),1
Cities with rich literary history,Mombasa,1
Cities with rich literary history,Malmo虉,1
Cities with rich literary history,Riga,2
Cities with rich literary history,Bari,2
Cities with rich literary history,Puerto Vallarta,1
Cities with rich literary history,Cranbrook,1
Cities with rich literary history,Lugano,1
Cities with rich literary history,Key West,3
Cities with rich literary history,Marrakech,1
Cities with rich literary history,Asmara,1
Cities with rich literary history,Tokyo,2
Cities with rich literary history,Charleston (West Virginia),2
Cities with rich literary history,West Palm Beach,1
Cities with rich literary history,Udaipur,2
Cities with rich literary history,Ibiza,1
Cities with rich literary history,Victoria Falls,1
Cities with rich literary history,Maputo,1
Cities with rich literary history,Linz,3
Cities with rich literary history,Fortaleza,2
Cities with rich literary history,Timis苔oara,1
Cities with rich literary history,Palm Springs,1
Cities with rich literary history,Windhoek,1
Cities with rich literary history,Panama City,0
Cities with rich literary history,Chengdu,3
Cities with rich literary history,Riyadh,1
Cities with rich literary history,Ma虂laga,2
Cities with rich literary history,Colorado Springs,0
Cities with rich literary history,Guayaquil,1
Cities with rich literary history,Livingstone,0
Cities with rich literary history,Tampa,1
Cities with rich literary history,Nanjing,2
Cities with rich literary history,St. George (Utah),1
Cities with rich literary history,Hanoi,2
Cities with rich literary history,Me虂rida (Mexico),2
Cities with rich literary history,Georgetown (Guyana),1
Cities with rich literary history,Wichita,1
Cities with rich literary history,Jackson (Wyoming),0
Cities with rich literary history,Curitiba,2
Cities with rich literary history,Fresno,2
Cities with rich literary history,San Luis Potosi,1
Cities with rich literary history,Lincoln,1
Cities with rich literary history,Kabul,1
Cities with rich literary history,Vientiane,2
Cities with rich literary history,Mont-Tremblant,0
Cities with rich literary history,Great Falls (Montana),1
Cities with rich literary history,Tenerife,2
Cities with rich literary history,Havana,2
Cities with rich literary history,Santa Rosa (California),1
Cities with rich literary history,Columbia (South Carolina),1
Cities with rich literary history,Fayetteville (Arkansas),2
Cities with rich literary history,Brasilia,2
Cities with rich literary history,Busan,2
Cities with rich literary history,El Paso,1
Cities with rich literary history,Guadalajara,3
Cities with rich literary history,Dalian,2
Cities with rich literary history,Alicante,1
Cities with rich literary history,Kaohsiung,1
Cities with rich literary history,Hyderabad,2
Cities with rich literary history,Ta'if,2
Cities with rich literary history,Kinshasa,1
Cities with rich literary history,Vaasa,2
Cities with rich literary history,Arequipa,2
Cities with rich literary history,Muscat,1
Cities with rich literary history,Minot,0
Cities with rich literary history,Mu虉nster,2
Cities with rich literary history,Madurai,2
Cities with rich literary history,Miami,1
Cities with rich literary history,Karlsruhe,1
Cities with rich literary history,Chandigarh,1
Cities with rich literary history,Visby,2
Cities with rich literary history,Evansville,1
Cities with rich literary history,Kauai,1
Cities with rich literary history,Bathurst (New Brunswick),0
Cities with rich literary history,Recife,2
Cities with rich literary history,Tegucigalpa,1
Cities with rich literary history,Dakar,2
Cities with rich literary history,Quere虂taro,2
Cities with rich literary history,Porto Alegre,3
Cities with rich literary history,Rosario,2
Cities with rich literary history,Nassau,1
Cities with rich literary history,Maracaibo,1
Cities with rich literary history,Bhopal,2
Cities with rich literary history,Manizales,1
Cities with rich literary history,Bujumbura,0
Cities with rich literary history,Tehran,2
Cities with rich literary history,"Santa Cruz (city, Bolivia)",0
Cities with rich literary history,Antalya,1
Cities with rich literary history,Shreveport,1
Cities with rich literary history,Cabo San Lucas,1
Cities with rich literary history,Vadodara,1
Cities with rich literary history,Managua,2
Cities with rich literary history,Burbank,1
Cities with rich literary history,Heraklion,2
Cities with rich literary history,Baghdad,3
Cities with rich literary history,Thunder Bay,1
Cities with rich literary history,Harare,2
Cities with rich literary history,Erbil,1
Cities with rich literary history,Salinas,3
Cities with rich literary history,I虃les-de-la-Madeleine,1
Cities with rich literary history,Antananarivo,1
Cities with rich literary history,Saint Martin,0
Cities with rich literary history,Pensacola,1
Cities with rich literary history,Aspen,1
Cities with rich literary history,Appleton,1
Cities with rich literary history,Jinan,2
Cities with rich literary history,Klagenfurt,3
Cities with rich literary history,Fort Wayne,2
Cities with rich literary history,Bozeman,1
Cities with rich literary history,Brazzaville,1
Cities with rich literary history,Aguascalientes,2
Cities with rich literary history,Arusha,0
Cities with rich literary history,Pereira,1
Cities with rich literary history,Manaus,2
Cities with rich literary history,Apia,3
Cities with rich literary history,Guilin,1
Cities with rich literary history,Ouagadougou,1
Cities with rich literary history,Siem Reap,0
Cities with rich literary history,Guatemala City,2
Cities with rich literary history,Astana,0
Cities with rich literary history,Ulaanbaatar,2
Cities with rich literary history,Haikou,1
Cities with rich literary history,Kathmandu,2
Cities with rich literary history,Ankara,1
Cities with rich literary history,Bermuda,0
Cities with rich literary history,Batumi,2
Cities with rich literary history,Amritsar,2
Cities with rich literary history,Bismarck,1
Cities with rich literary history,Port Blair,0
Cities with rich literary history,Durango (Colorado),1
Cities with rich literary history,Mauritius,0
Cities with rich literary history,Yellowknife,1
Cities with rich literary history,Da Nang,0
Cities with rich literary history,Libreville,0
Cities with rich literary history,Red Deer,0
Cities with rich literary history,Minsk,2
Cities with rich literary history,Larnaca,1
Cities with rich literary history,Podgorica,1
Cities with rich literary history,Bloemfontein,2
Cities with rich literary history,Lusaka,0
Cities with rich literary history,Praia,1
Cities with rich literary history,Kenora,1
Cities with rich literary history,Stavanger,0
Cities with rich literary history,Barranquilla,2
Cities with rich literary history,Leh,1
Cities with rich literary history,Kerikeri,0
Cities with rich literary history,Hilo,2
Cities with rich literary history,Faro,1
Cities with rich literary history,Kazan,2
Cities with rich literary history,Oaxaca (city),2
Cities with rich literary history,North Bay (Ontario),0
Cities with rich literary history,Szczecin,1
Cities with rich literary history,Rajkot,2
Cities with rich literary history,Umea虋,1
Cities with rich literary history,Fairbanks,0
Cities with rich literary history,Kunming,1
Cities with rich literary history,Maceio虂,1
Cities with rich literary history,Aruba,0
Cities with rich literary history,Lagos City,1
Cities with rich literary history,Kefalonia,2
Cities with rich literary history,Abuja,0
Cities with rich literary history,Khabarovsk,2
Cities with rich literary history,Belize City,1
Cities with rich literary history,Puebla,2
Cities with rich literary history,Baton Rouge,1
Cities with rich literary history,Lalibela,1
Cities with rich literary history,Vito虂ria,1
Cities with rich literary history,Funchal,1
Cities with rich literary history,Kharkiv,2
Cities with rich literary history,Lafayette (Louisiana),1
Cities with rich literary history,Myrtle Beach,0
Cities with rich literary history,Maldives,1
Cities with rich literary history,Taichung,1
Cities with rich literary history,Katowice,2
Cities with rich literary history,Florianopolis,1
Cities with rich literary history,Okayama,3
Cities with rich literary history,Jeddah,1
Cities with rich literary history,Kigali,0
Cities with rich literary history,Zhengzhou,1
Cities with rich literary history,Baku,1
Cities with rich literary history,Sibiu,1
Cities with rich literary history,Redding,0
Cities with rich literary history,Split,1
Cities with rich literary history,Abidjan,2
Cities with rich literary history,Faroe Islands,2
Cities with rich literary history,Izmir,2
Cities with rich literary history,Port of Spain,1
Cities with rich literary history,Santa Ana (California),1
Cities with rich literary history,Aalborg,0
Cities with rich literary history,Kobe,1
Cities with rich literary history,Ranchi,2
Cities with rich literary history,Roata虂n,0
Cities with rich literary history,Fuzhou,2
Cities with rich literary history,Grand Cayman,1
Cities with rich literary history,Molde,1
Cities with rich literary history,Bishkek,0
Cities with rich literary history,Tabriz,2
Cities with rich literary history,Amarillo,1
Cities with rich literary history,Cotonou,1
Cities with rich literary history,Zhuhai,1
Cities with rich literary history,Plattsburgh,1
Cities with rich literary history,Cagliari,1
Cities with rich literary history,North Platte,2
Cities with rich literary history,Rijeka,2
Cities with rich literary history,Noume虂a,0
Cities with rich literary history,Wenzhou,1
Cities with rich literary history,Diyarbak谋r,1
Cities with rich literary history,Lilongwe,0
Cities with rich literary history,Zadar,2
Cities with rich literary history,Saint Lucia,1
Cities with rich literary history,Qingdao,1
Cities with rich literary history,Osaka,1
Cities with rich literary history,Kiruna,0
Cities with rich literary history,Ponta Delgada,1
Cities with rich literary history,Bele虂m,2
Cities with rich literary history,Varna,1
Cities with rich literary history,Coimbatore,0
Cities with rich literary history,A虋lesund,2
Cities with rich literary history,Dunhuang,3
Cities with rich literary history,Zanzibar,1
Cities with rich literary history,Bodrum,2
Cities with rich literary history,Tampico,1
Cities with rich literary history,Prince Rupert,1
Cities with rich literary history,Aqaba,0
Cities with rich literary history,Sept-I虃les,1
Cities with rich literary history,Leticia,1
Cities with rich literary history,Sanya,0
Cities with rich literary history,Trujillo (Peru),1
Cities with rich literary history,Iquitos,0
Cities with rich literary history,Surabaya,1
Cities with rich literary history,Gran Canaria,2
Cities with rich literary history,Castlegar,1
Cities with rich literary history,Pula,1
Cities with rich literary history,Rarotonga,0
Cities with rich literary history,Natal,2
Cities with rich literary history,Santa Marta,0
Cities with rich literary history,Whitehorse,1
Cities with rich literary history,Seoul,2
Cities with rich literary history,Nanaimo,1
Cities with rich literary history,Nagpur,0
Cities with rich literary history,Hiroshima,2
Cities with rich literary history,Gdan虂sk,2
Cities with rich literary history,Moroni (Comoros),2
Cities with rich literary history,Isfahan,1
Cities with rich literary history,Samsun,1
Cities with rich literary history,Taupo虅,1
Cities with rich literary history,Zakynthos,2
Cities with rich literary history,O虉stersund,1
Cities with rich literary history,Brindisi,1
Cities with rich literary history,Kamloops,1
Cities with rich literary history,Bod酶,0
Cities with rich literary history,Shiraz,3
Cities with rich literary history,Juba,0
Cities with rich literary history,Aswan,1
Cities with rich literary history,Providenciales,0
Cities with rich literary history,Curac抬ao,1
Cities with rich literary history,Barbados,1
Cities with rich literary history,Khajuraho,0
Cities with rich literary history,Tianjin,2
Cities with rich literary history,Kuwait City,0
Cities with rich literary history,Asturias,2
Cities with rich literary history,Veracruz,2
Cities with rich literary history,Koror,1
Cities with rich literary history,Tauranga,0
Cities with rich literary history,Friedrichshafen,1
Cities with rich literary history,Mobile,2
Cities with rich literary history,Chania,1
Cities with rich literary history,Srinagar,1
Cities with rich literary history,Hargeisa,1
Cities with rich literary history,Goia虃nia,1
Cities with rich literary history,Calvi,0
Cities with rich literary history,Fort Myers,2
Cities with rich literary history,Port-au-Prince,1
Cities with rich literary history,Vijayawada,1
Cities with rich literary history,Kumamoto,1
Cities with rich literary history,Nouakchott,0
Cities with rich literary history,Kayseri,2
Cities with rich literary history,Bamako,1
Cities with rich literary history,Sharjah,3
Cities with rich literary history,Ningbo,3
Cities with rich literary history,Bydgoszcz,1
Cities with rich literary history,Sendai,2
Cities with rich literary history,Varadero,0
Cities with rich literary history,Haugesund,1
Cities with rich literary history,Konya,2
Cities with rich literary history,Kyoto,3
Cities with rich literary history,Rotorua,0
Cities with rich literary history,Taiyuan,1
Cities with rich literary history,Nagoya,1
Cities with rich literary history,Iqaluit,2
Cities with rich literary history,Hefei,1
Cities with rich literary history,Chongqing,2
Cities with rich literary history,Villahermosa,2
Cities with rich literary history,Bahrain,1
Cities with rich literary history,Grande Prairie,1
Cities with rich literary history,Sapporo,1
Cities with rich literary history,Phuket,0
Cities with rich literary history,Rzeszo虂w,1
Cities with rich literary history,Adana,2
Cities with rich literary history,Medina,2
Cities with rich literary history,Longyearbyen,1
Cities with rich literary history,Wausau,1
Cities with rich literary history,Vigo,1
Cities with rich literary history,Gondar,2
Cities with rich literary history,Mazatlan,1
Cities with rich literary history,San Pedro Sula,0
Cities with rich literary history,Malatya,1
Cities with rich literary history,Tottori,2
Cities with rich literary history,Aomori,2
Cities with rich literary history,Changsha,2
Cities with rich literary history,Lhasa,2
Cities with rich literary history,Sarnia,1
Cities with rich literary history,Weihai,1
Cities with rich literary history,Flores (Guatemala),0
Cities with rich literary history,Shantou,2
Cities with rich literary history,Montego Bay,1
Cities with rich literary history,San Cristobal (Galapagos),1
Cities with rich literary history,Axum,2
Cities with rich literary history,Luzon,2
Cities with rich literary history,Puerto Maldonado,0
Cities with rich literary history,Changchun,2
Cities with rich literary history,Kashgar,2
Cities with rich literary history,Pamplona,1
Cities with rich literary history,Fukuoka,1
Cities with rich literary history,Inuvik,1
Cities with rich literary history,Bhubaneswar,2
Cities with rich literary history,Yekaterinburg,2
Cities with rich literary history,Dushanbe,1
Cities with rich literary history,Urumqi,0
Cities with rich literary history,Krabi Town,0
Cities with rich literary history,Blantyre,1
Cities with rich literary history,Bryan-College Station,1
Cities with rich literary history,Van,2
Cities with rich literary history,Chihuahua,2
Cities with rich literary history,Galapagos Islands,0
Cities with rich literary history,Guwahati,2
Cities with rich literary history,Fiji,1
Cities with rich literary history,Campo Grande,0
Cities with rich literary history,Wuhan,2
Cities with rich literary history,Puerto Plata,0
Cities with rich literary history,Terrace,1
Cities with rich literary history,Matsuyama,3
Cities with rich literary history,Luanda,1
Cities with rich literary history,Joa虄o Pessoa,1
Cities with rich literary history,Xining,1
Cities with rich literary history,Kailua-Kona,1
Cities with rich literary history,Denizli,1
Cities with rich literary history,Lake Charles,1
Cities with rich literary history,Rouyn-Noranda,1
Cities with rich literary history,Agartala,1
Cities with rich literary history,Huatulco,0
Cities with rich literary history,Cozumel,0
Cities with rich literary history,Novosibirsk,1
Cities with rich literary history,Surat Thani,0
Cities with rich literary history,Imphal,1
Cities with rich literary history,Ashgabat,1
Cities with rich literary history,Manta,0
Cities with rich literary history,Medicine Hat,1
Cities with rich literary history,Ishigaki,1
Cities with rich literary history,Iguac抬u Falls,0
Cities with rich literary history,Kittila虉,1
Cities with rich literary history,Punta Cana,0
Cities with rich literary history,Changzhou,2
Cities with rich literary history,Grenada,0
Cities with rich literary history,Mogadishu,2
Cities with rich literary history,Ufa,2
Cities with rich literary history,Bissau,0
Cities with rich literary history,Basra,2
Cities with rich literary history,Akita,1
Cities with rich literary history,Ko Samui,0
Cities with rich literary history,Acapulco,1
Cities with rich literary history,Mashhad,2
Cities with rich literary history,Jamnagar,1
Cities with rich literary history,Beihai,1
Cities with rich literary history,Fort St. John,1
Cities with rich literary history,Samara,3
Cities with rich literary history,Teresina,1
Cities with rich literary history,Nanning,1
Cities with rich literary history,Saint Kitts and Nevis,1
Cities with rich literary history,Asahikawa,0
Cities with rich literary history,Nagasaki,1
Cities with rich literary history,Hakodate,2
Cities with rich literary history,Takamatsu,1
Cities with rich literary history,Shenyang,2
Cities with rich literary history,Wuxi,2
Cities with rich literary history,Jeju City,1
Cities with rich literary history,Petrolina,1
Cities with rich literary history,Hohhot,1
Cities with rich literary history,Kirkenes,0
Cities with rich literary history,Zhanjiang,1
Cities with rich literary history,Cuiaba虂,1
Cities with rich literary history,Tirupati,1
Cities with rich literary history,Nanchang,1
Cities with rich literary history,Yinchuan,1
Cities with rich literary history,Yanji,1
Cities with rich literary history,Tongatapu,0
