Query,City,Relevance Score
Cities with unique architectural styles,Frankfurt,3
Cities with unique architectural styles,Sofia,2
Cities with unique architectural styles,Palma de Mallorca,2
Cities with unique architectural styles,Kaunas,3
Cities with unique architectural styles,Porto Alegre,2
Cities with unique architectural styles,Tallinn,3
Cities with unique architectural styles,Dubrovnik,3
Cities with unique architectural styles,Marrakech,3
Cities with unique architectural styles,Shanghai,3
Cities with unique architectural styles,Morelia,3
Cities with unique architectural styles,Cebu City,2
Cities with unique architectural styles,Curitiba,2
Cities with unique architectural styles,Debrecen,2
Cities with unique architectural styles,Salvador,3
Cities with unique architectural styles,Jakarta,2
Cities with unique architectural styles,Puebla,3
Cities with unique architectural styles,Arequipa,3
Cities with unique architectural styles,Kuala Lumpur,2
Cities with unique architectural styles,Puerto Vallarta,2
Cities with unique architectural styles,Ias苔i,2
Cities with unique architectural styles,Split,3
Cities with unique architectural styles,Natal,2
Cities with unique architectural styles,Tunis,3
Cities with unique architectural styles,Havana,3
Cities with unique architectural styles,Detroit,3
Cities with unique architectural styles,Brussels,3
Cities with unique architectural styles,Surabaya,2
Cities with unique architectural styles,Oaxaca (city),3
Cities with unique architectural styles,Nice,2
Cities with unique architectural styles,Nuremberg,2
Cities with unique architectural styles,Santorini,3
Cities with unique architectural styles,Cuzco,3
Cities with unique architectural styles,Santiago,2
Cities with unique architectural styles,Tbilisi,3
Cities with unique architectural styles,Manaus,2
Cities with unique architectural styles,Prague,3
Cities with unique architectural styles,Ljubljana,3
Cities with unique architectural styles,Quito,3
Cities with unique architectural styles,Ho Chi Minh City,2
Cities with unique architectural styles,Tehran,2
Cities with unique architectural styles,Aguascalientes,3
Cities with unique architectural styles,Pristina,2
Cities with unique architectural styles,Cairo,3
Cities with unique architectural styles,Yangon,3
Cities with unique architectural styles,Zagreb,3
Cities with unique architectural styles,Berlin,3
Cities with unique architectural styles,Lugano,2
Cities with unique architectural styles,Tashkent,2
Cities with unique architectural styles,Chicago,3
Cities with unique architectural styles,Mazatlan,2
Cities with unique architectural styles,San Juan,3
Cities with unique architectural styles,San Luis Potosi,3
Cities with unique architectural styles,Abu Dhabi,3
Cities with unique architectural styles,Kavala,3
Cities with unique architectural styles,Macau,3
Cities with unique architectural styles,Graz,3
Cities with unique architectural styles,Melbourne,2
Cities with unique architectural styles,Riga,3
Cities with unique architectural styles,Leipzig,2
Cities with unique architectural styles,Baku,3
Cities with unique architectural styles,Santa Fe (New Mexico),3
Cities with unique architectural styles,Maracaibo,2
Cities with unique architectural styles,Alicante,2
Cities with unique architectural styles,Baghdad,2
Cities with unique architectural styles,Kyoto,3
Cities with unique architectural styles,Tampere,2
Cities with unique architectural styles,Quere虂taro,3
Cities with unique architectural styles,Yerevan,2
Cities with unique architectural styles,Tenerife,2
Cities with unique architectural styles,Podgorica,2
Cities with unique architectural styles,Skopje,2
Cities with unique architectural styles,Mombasa,2
Cities with unique architectural styles,Kumamoto,2
Cities with unique architectural styles,Maputo,3
Cities with unique architectural styles,George Town (Malaysia),3
Cities with unique architectural styles,Kolkata,3
Cities with unique architectural styles,Astana,3
Cities with unique architectural styles,Ufa,2
Cities with unique architectural styles,Guatemala City,2
Cities with unique architectural styles,Osaka,2
Cities with unique architectural styles,Dubai,3
Cities with unique architectural styles,Warsaw,3
Cities with unique architectural styles,Addis Ababa,2
Cities with unique architectural styles,Faro,2
Cities with unique architectural styles,Tegucigalpa,2
Cities with unique architectural styles,Tel Aviv,3
Cities with unique architectural styles,Sydney,3
Cities with unique architectural styles,London,3
Cities with unique architectural styles,Vigo,2
Cities with unique architectural styles,Yaounde虂,1
Cities with unique architectural styles,Saint Petersburg,3
Cities with unique architectural styles,Isfahan,3
Cities with unique architectural styles,Karachi,2
Cities with unique architectural styles,Cabo San Lucas,2
Cities with unique architectural styles,Helsinki,2
Cities with unique architectural styles,Singapore,2
Cities with unique architectural styles,Santa Barbara,3
Cities with unique architectural styles,Tampico,3
Cities with unique architectural styles,Muscat,3
Cities with unique architectural styles,Indianapolis,2
Cities with unique architectural styles,Turku,2
Cities with unique architectural styles,Aarhus,3
Cities with unique architectural styles,Bangalore,2
Cities with unique architectural styles,Zadar,3
Cities with unique architectural styles,Doha,2
Cities with unique architectural styles,Tirana,2
Cities with unique architectural styles,New Orleans,3
Cities with unique architectural styles,Managua,2
Cities with unique architectural styles,Algiers,3
Cities with unique architectural styles,Innsbruck,3
Cities with unique architectural styles,Petrolina,2
Cities with unique architectural styles,Funchal,2
Cities with unique architectural styles,Strasbourg,3
Cities with unique architectural styles,Praia,2
Cities with unique architectural styles,Du虉sseldorf,2
Cities with unique architectural styles,Luxembourg (city),2
Cities with unique architectural styles,Tangier,2
Cities with unique architectural styles,Bele虂m,2
Cities with unique architectural styles,Beirut,2
Cities with unique architectural styles,Marseille,2
Cities with unique architectural styles,Stuttgart,2
Cities with unique architectural styles,Ankara,2
Cities with unique architectural styles,Sibiu,3
Cities with unique architectural styles,Lahore,3
Cities with unique architectural styles,Bhubaneswar,3
Cities with unique architectural styles,Udaipur,3
Cities with unique architectural styles,Khajuraho,3
Cities with unique architectural styles,Cali,3
Cities with unique architectural styles,San Antonio,2
Cities with unique architectural styles,Adelaide,3
Cities with unique architectural styles,Xi'an,2
Cities with unique architectural styles,Hanoi,3
Cities with unique architectural styles,Zurich,2
Cities with unique architectural styles,Asmara,3
Cities with unique architectural styles,Jaipur,3
Cities with unique architectural styles,Campo Grande,1
Cities with unique architectural styles,Guayaquil,2
Cities with unique architectural styles,Matsuyama,2
Cities with unique architectural styles,Johannesburg,2
Cities with unique architectural styles,Jodhpur,3
Cities with unique architectural styles,Seoul,2
Cities with unique architectural styles,Ma虂laga,3
Cities with unique architectural styles,Rijeka,2
Cities with unique architectural styles,Mangalore,2
Cities with unique architectural styles,Cancu虂n,2
Cities with unique architectural styles,Hiroshima,2
Cities with unique architectural styles,Lima,2
Cities with unique architectural styles,Goia虃nia,3
Cities with unique architectural styles,Montreal,3
Cities with unique architectural styles,Linz,2
Cities with unique architectural styles,Varanasi,2
Cities with unique architectural styles,Alexandria,2
Cities with unique architectural styles,Kharkiv,2
Cities with unique architectural styles,Poznan虂,2
Cities with unique architectural styles,Luanda,2
Cities with unique architectural styles,Hong Kong,2
Cities with unique architectural styles,Rosario,3
Cities with unique architectural styles,Harbin,3
Cities with unique architectural styles,"Washington, D.C.",3
Cities with unique architectural styles,Malta,3
Cities with unique architectural styles,Cape Town,3
Cities with unique architectural styles,Pamplona,2
Cities with unique architectural styles,Veracruz,2
Cities with unique architectural styles,Kochi,3
Cities with unique architectural styles,Brindisi,2
Cities with unique architectural styles,Nagasaki,3
Cities with unique architectural styles,Casablanca,2
Cities with unique architectural styles,Surat,2
Cities with unique architectural styles,Geneva,2
Cities with unique architectural styles,Stockholm,3
Cities with unique architectural styles,Tabriz,3
Cities with unique architectural styles,Quebec City,3
Cities with unique architectural styles,Bordeaux,3
Cities with unique architectural styles,"Santa Cruz (city, Bolivia)",1
Cities with unique architectural styles,Vientiane,2
Cities with unique architectural styles,Panama City,2
Cities with unique architectural styles,Fukuoka,1
Cities with unique architectural styles,Kozhikode,2
Cities with unique architectural styles,Okayama,2
Cities with unique architectural styles,Toronto,2
Cities with unique architectural styles,Ponta Delgada,2
Cities with unique architectural styles,Bangkok,3
Cities with unique architectural styles,Ibiza,1
Cities with unique architectural styles,Colombo,2
Cities with unique architectural styles,San Jose虂 (Costa Rica),2
Cities with unique architectural styles,Moscow,3
Cities with unique architectural styles,Ahmedabad,3
Cities with unique architectural styles,Gothenburg,3
Cities with unique architectural styles,Wroc艂aw,3
Cities with unique architectural styles,Katowice,2
Cities with unique architectural styles,Chennai,2
Cities with unique architectural styles,New York City,3
Cities with unique architectural styles,Malmo虉,2
Cities with unique architectural styles,Pune,2
Cities with unique architectural styles,Phnom Penh,2
Cities with unique architectural styles,Los Angeles,2
Cities with unique architectural styles,Kobe,2
Cities with unique architectural styles,Maceio虂,1
Cities with unique architectural styles,Szczecin,3
Cities with unique architectural styles,Toulouse,2
Cities with unique architectural styles,Brownsville (Texas),2
Cities with unique architectural styles,Batumi,3
Cities with unique architectural styles,Dhaka,2
Cities with unique architectural styles,Buffalo,3
Cities with unique architectural styles,Rhodes (city),3
Cities with unique architectural styles,San Jose (California),2
Cities with unique architectural styles,Georgetown (Guyana),3
Cities with unique architectural styles,Shiraz,3
Cities with unique architectural styles,Abuja,2
Cities with unique architectural styles,Vadodara,2
Cities with unique architectural styles,Birmingham,2
Cities with unique architectural styles,Amman,2
Cities with unique architectural styles,Miami,2
Cities with unique architectural styles,Rochester (New York),2
Cities with unique architectural styles,Hamburg,2
Cities with unique architectural styles,Sapporo,2
Cities with unique architectural styles,Philadelphia,3
Cities with unique architectural styles,Luzon,2
Cities with unique architectural styles,Sendai,2
Cities with unique architectural styles,La Paz,2
Cities with unique architectural styles,Thiruvananthapuram,2
Cities with unique architectural styles,Izmir,2
Cities with unique architectural styles,Nairobi,2
Cities with unique architectural styles,Beijing,3
Cities with unique architectural styles,Kuwait City,2
Cities with unique architectural styles,Hanover,2
Cities with unique architectural styles,Boston,3
Cities with unique architectural styles,Bhopal,2
Cities with unique architectural styles,Amritsar,2
Cities with unique architectural styles,San Diego,2
Cities with unique architectural styles,Indore,2
Cities with unique architectural styles,Bremen,2
Cities with unique architectural styles,Orlando,1
Cities with unique architectural styles,Brisbane,2
Cities with unique architectural styles,Samara,2
Cities with unique architectural styles,Joa虄o Pessoa,3
Cities with unique architectural styles,Kazan,3
Cities with unique architectural styles,Takamatsu,2
Cities with unique architectural styles,Busan,2
Cities with unique architectural styles,Nagoya,2
Cities with unique architectural styles,Varna,2
Cities with unique architectural styles,Pereira,1
Cities with unique architectural styles,Khabarovsk,2
Cities with unique architectural styles,Ulaanbaatar,2
Cities with unique architectural styles,Gdan虂sk,3
Cities with unique architectural styles,Chandigarh,3
Cities with unique architectural styles,Delhi,3
Cities with unique architectural styles,Heraklion,2
Cities with unique architectural styles,Siem Reap,2
Cities with unique architectural styles,Aurangabad,2
Cities with unique architectural styles,Jeddah,2
Cities with unique architectural styles,Cuiaba虂,1
Cities with unique architectural styles,Cincinnati,2
Cities with unique architectural styles,Antalya,2
Cities with unique architectural styles,Mogadishu,2
Cities with unique architectural styles,Villahermosa,1
Cities with unique architectural styles,Xiamen,2
Cities with unique architectural styles,Fuzhou,2
Cities with unique architectural styles,Montpellier,2
Cities with unique architectural styles,Manchester,3
Cities with unique architectural styles,Salzburg,3
Cities with unique architectural styles,Jacksonville,2
Cities with unique architectural styles,Tottori,1
Cities with unique architectural styles,Obihiro,1
Cities with unique architectural styles,Kansas City,2
Cities with unique architectural styles,Krako虂w,2
Cities with unique architectural styles,Cotonou,2
Cities with unique architectural styles,Vaasa,3
Cities with unique architectural styles,Albuquerque,2
Cities with unique architectural styles,Kabul,2
Cities with unique architectural styles,Mu虉nster,2
Cities with unique architectural styles,Glasgow,3
Cities with unique architectural styles,Wellington,2
Cities with unique architectural styles,San Luis Obispo,2
Cities with unique architectural styles,Ouagadougou,2
Cities with unique architectural styles,Bergen,3
Cities with unique architectural styles,Basra,2
Cities with unique architectural styles,Milwaukee,3
Cities with unique architectural styles,Surat Thani,1
Cities with unique architectural styles,Ishigaki,0
Cities with unique architectural styles,Asheville,3
Cities with unique architectural styles,Bissau,2
Cities with unique architectural styles,Da Nang,2
Cities with unique architectural styles,Pula,3
Cities with unique architectural styles,Zakynthos,2
Cities with unique architectural styles,Patna,2
Cities with unique architectural styles,Albany (New York),3
Cities with unique architectural styles,Kristiansand,2
Cities with unique architectural styles,Gaspe虂,2
Cities with unique architectural styles,Jinan,1
Cities with unique architectural styles,Tucson,2
Cities with unique architectural styles,Curac抬ao,3
Cities with unique architectural styles,Kefalonia,2
Cities with unique architectural styles,Kigali,1
Cities with unique architectural styles,Brazzaville,2
Cities with unique architectural styles,Bristol,2
Cities with unique architectural styles,Chihuahua,2
Cities with unique architectural styles,Salt Lake City,2
Cities with unique architectural styles,Kingston (Ontario),3
Cities with unique architectural styles,Chiang Mai,3
Cities with unique architectural styles,Jeju City,2
Cities with unique architectural styles,Dublin,2
Cities with unique architectural styles,Denver,2
Cities with unique architectural styles,Visby,3
Cities with unique architectural styles,Medina,2
Cities with unique architectural styles,Newark (New Jersey),2
Cities with unique architectural styles,Erbil,2
Cities with unique architectural styles,Accra,2
Cities with unique architectural styles,Sanya,0
Cities with unique architectural styles,Guangzhou,2
Cities with unique architectural styles,Bujumbura,1
Cities with unique architectural styles,Ningbo,2
Cities with unique architectural styles,Tianjin,3
Cities with unique architectural styles,Diyarbak谋r,2
Cities with unique architectural styles,Oslo,2
Cities with unique architectural styles,Dakar,2
Cities with unique architectural styles,Asturias,3
Cities with unique architectural styles,Nantes,2
Cities with unique architectural styles,Pittsburgh,3
Cities with unique architectural styles,Pretoria,2
Cities with unique architectural styles,Chania,2
Cities with unique architectural styles,Minsk,2
Cities with unique architectural styles,Manizales,2
Cities with unique architectural styles,Malatya,2
Cities with unique architectural styles,Columbus,2
Cities with unique architectural styles,Teresina,1
Cities with unique architectural styles,Mashhad,2
Cities with unique architectural styles,Belfast,2
Cities with unique architectural styles,Bamako,2
Cities with unique architectural styles,Taichung,3
Cities with unique architectural styles,Fort Lauderdale,1
Cities with unique architectural styles,Aqaba,1
Cities with unique architectural styles,Bydgoszcz,2
Cities with unique architectural styles,Lagos City,1
Cities with unique architectural styles,Hyderabad,2
Cities with unique architectural styles,Larnaca,2
Cities with unique architectural styles,Riyadh,2
Cities with unique architectural styles,Konya,2
Cities with unique architectural styles,Qingdao,3
Cities with unique architectural styles,Madurai,3
Cities with unique architectural styles,Hangzhou,2
Cities with unique architectural styles,Nanjing,2
Cities with unique architectural styles,Mendoza,2
Cities with unique architectural styles,Louisville,3
Cities with unique architectural styles,Adana,2
Cities with unique architectural styles,Edmonton,2
Cities with unique architectural styles,Rzeszo虂w,2
Cities with unique architectural styles,Moroni (Comoros),2
Cities with unique architectural styles,Charlotte,2
Cities with unique architectural styles,Kaohsiung,2
Cities with unique architectural styles,Dushanbe,2
Cities with unique architectural styles,Ottawa,2
Cities with unique architectural styles,Kayseri,2
Cities with unique architectural styles,Yekaterinburg,2
Cities with unique architectural styles,Honolulu,1
Cities with unique architectural styles,Houston,2
Cities with unique architectural styles,Stavanger,2
Cities with unique architectural styles,Antananarivo,2
Cities with unique architectural styles,Aswan,2
Cities with unique architectural styles,Copenhagen,3
Cities with unique architectural styles,Kauai,0
Cities with unique architectural styles,Cozumel,0
Cities with unique architectural styles,Victoria (British Columbia),3
Cities with unique architectural styles,Ranchi,0
Cities with unique architectural styles,Aberdeen,3
Cities with unique architectural styles,Corpus Christi,1
Cities with unique architectural styles,Hakodate,2
Cities with unique architectural styles,Taipei,2
Cities with unique architectural styles,Aruba,1
Cities with unique architectural styles,Savannah,3
Cities with unique architectural styles,Khartoum,1
Cities with unique architectural styles,Gaborone,2
Cities with unique architectural styles,Santa Marta,1
Cities with unique architectural styles,Windsor (Ontario),2
Cities with unique architectural styles,San Pedro Sula,0
Cities with unique architectural styles,Trujillo (Peru),2
Cities with unique architectural styles,Vancouver,2
Cities with unique architectural styles,Charleston (South Carolina),3
Cities with unique architectural styles,Zhengzhou,2
Cities with unique architectural styles,Bodrum,2
Cities with unique architectural styles,Pensacola,2
Cities with unique architectural styles,Flores (Guatemala),2
Cities with unique architectural styles,Ta'if,2
Cities with unique architectural styles,Shenzhen,2
Cities with unique architectural styles,Lucknow,3
Cities with unique architectural styles,Tampa,2
Cities with unique architectural styles,Hefei,1
Cities with unique architectural styles,Barranquilla,2
Cities with unique architectural styles,Canberra,2
Cities with unique architectural styles,Varadero,1
Cities with unique architectural styles,Hurghada,0
Cities with unique architectural styles,Phuket,0
Cities with unique architectural styles,Christchurch,2
Cities with unique architectural styles,Rajkot,1
Cities with unique architectural styles,Winnipeg,2
Cities with unique architectural styles,Trondheim,2
Cities with unique architectural styles,Troms酶,2
Cities with unique architectural styles,Gran Canaria,1
Cities with unique architectural styles,Champaign-Urbana,2
Cities with unique architectural styles,Niamey,2
Cities with unique architectural styles,Ko Samui,1
Cities with unique architectural styles,Wenzhou,1
Cities with unique architectural styles,Newcastle upon Tyne,2
Cities with unique architectural styles,Binghamton,3
Cities with unique architectural styles,Zhuhai,1
Cities with unique architectural styles,Kinshasa,1
Cities with unique architectural styles,Charlottesville,1
Cities with unique architectural styles,Karlsruhe,2
Cities with unique architectural styles,Libreville,2
Cities with unique architectural styles,Klagenfurt,2
Cities with unique architectural styles,Aomori,2
Cities with unique architectural styles,Lansing,2
Cities with unique architectural styles,Guwahati,1
Cities with unique architectural styles,Novosibirsk,1
Cities with unique architectural styles,Coimbatore,1
Cities with unique architectural styles,Oklahoma City,2
Cities with unique architectural styles,Sharjah,3
Cities with unique architectural styles,Samsun,1
Cities with unique architectural styles,Edinburgh,3
Cities with unique architectural styles,Ashgabat,3
Cities with unique architectural styles,San Cristobal (Galapagos),0
Cities with unique architectural styles,South Bend,1
Cities with unique architectural styles,Krabi Town,1
Cities with unique architectural styles,Dunedin,3
Cities with unique architectural styles,Tulsa,3
Cities with unique architectural styles,Bishkek,1
Cities with unique architectural styles,Molde,1
Cities with unique architectural styles,Atlanta,3
Cities with unique architectural styles,Cleveland,2
Cities with unique architectural styles,Dallas,2
Cities with unique architectural styles,Iquitos,3
Cities with unique architectural styles,Charleston (West Virginia),1
Cities with unique architectural styles,Hamilton (Ontario),2
Cities with unique architectural styles,Akita,1
Cities with unique architectural styles,Iguac抬u Falls,0
Cities with unique architectural styles,Haikou,2
Cities with unique architectural styles,Lalibela,3
Cities with unique architectural styles,Port-au-Prince,1
Cities with unique architectural styles,Chengdu,2
Cities with unique architectural styles,Aalborg,2
Cities with unique architectural styles,Durango (Colorado),2
Cities with unique architectural styles,Erie,2
Cities with unique architectural styles,Syracuse (New York),1
Cities with unique architectural styles,Leh,2
Cities with unique architectural styles,Sacramento,2
Cities with unique architectural styles,Guilin,1
Cities with unique architectural styles,Lhasa,3
Cities with unique architectural styles,Baltimore,2
Cities with unique architectural styles,Austin,2
Cities with unique architectural styles,Kathmandu,3
Cities with unique architectural styles,St. John's,2
Cities with unique architectural styles,Freetown,2
Cities with unique architectural styles,Omaha,1
Cities with unique architectural styles,Niigata,1
Cities with unique architectural styles,Maldives,1
Cities with unique architectural styles,Weihai,2
Cities with unique architectural styles,Mauritius,1
Cities with unique architectural styles,Nanaimo,1
Cities with unique architectural styles,Dalian,3
Cities with unique architectural styles,Toyama,2
Cities with unique architectural styles,Calvi,2
Cities with unique architectural styles,Taiyuan,2
Cities with unique architectural styles,Abidjan,2
Cities with unique architectural styles,Agartala,3
Cities with unique architectural styles,Urumqi,1
Cities with unique architectural styles,Rochester (Minnesota),2
Cities with unique architectural styles,Miyazaki,1
Cities with unique architectural styles,Koror,2
Cities with unique architectural styles,Key West,2
Cities with unique architectural styles,Arusha,0
Cities with unique architectural styles,Port of Spain,2
Cities with unique architectural styles,Puerto Plata,2
Cities with unique architectural styles,Kunming,1
Cities with unique architectural styles,Kingston (Jamaica),2
Cities with unique architectural styles,Denizli,1
Cities with unique architectural styles,Auckland,2
Cities with unique architectural styles,Durban,2
Cities with unique architectural styles,Gillette,2
Cities with unique architectural styles,Burlington (Vermont),2
Cities with unique architectural styles,Umea虋,1
Cities with unique architectural styles,A虋lesund,3
Cities with unique architectural styles,Portland (Maine),2
Cities with unique architectural styles,Phoenix,2
Cities with unique architectural styles,Srinagar,2
Cities with unique architectural styles,Greenville (South Carolina),1
Cities with unique architectural styles,El Paso,2
Cities with unique architectural styles,Las Vegas,3
Cities with unique architectural styles,Nouakchott,1
Cities with unique architectural styles,Luxor,3
Cities with unique architectural styles,Reykjavi虂k,3
Cities with unique architectural styles,Harare,2
Cities with unique architectural styles,Asahikawa,1
Cities with unique architectural styles,Memphis,1
Cities with unique architectural styles,Moncton,1
Cities with unique architectural styles,Hilo,1
Cities with unique architectural styles,Monterey (California),2
Cities with unique architectural styles,Kashgar,2
Cities with unique architectural styles,Rotorua,1
Cities with unique architectural styles,Huatulco,0
Cities with unique architectural styles,Van,2
Cities with unique architectural styles,Shenyang,2
Cities with unique architectural styles,Gold Coast,1
Cities with unique architectural styles,Jackson (Mississippi),2
Cities with unique architectural styles,Hohhot,2
Cities with unique architectural styles,Saint Thomas,1
Cities with unique architectural styles,Mobile,3
Cities with unique architectural styles,Puerto Maldonado,0
Cities with unique architectural styles,Galapagos Islands,0
Cities with unique architectural styles,Lusaka,1
Cities with unique architectural styles,Saint Martin,0
Cities with unique architectural styles,Windhoek,1
Cities with unique architectural styles,Queenstown (New Zealand),1
Cities with unique architectural styles,Peoria (Illinois),1
Cities with unique architectural styles,Lexington (Kentucky),2
Cities with unique architectural styles,Seattle,2
Cities with unique architectural styles,Santa Rosa (California),1
Cities with unique architectural styles,Chongqing,2
Cities with unique architectural styles,Jamnagar,1
Cities with unique architectural styles,Regina,1
Cities with unique architectural styles,Dayton,2
Cities with unique architectural styles,Tirupati,1
Cities with unique architectural styles,Kiruna,3
Cities with unique architectural styles,O虉stersund,1
Cities with unique architectural styles,Nashville,2
Cities with unique architectural styles,Nagpur,1
Cities with unique architectural styles,Providence,3
Cities with unique architectural styles,Zihuatanejo,1
Cities with unique architectural styles,Perth,2
Cities with unique architectural styles,Vijayawada,2
Cities with unique architectural styles,Friedrichshafen,2
Cities with unique architectural styles,Port Elizabeth,1
Cities with unique architectural styles,West Palm Beach,1
Cities with unique architectural styles,Lubbock,1
Cities with unique architectural styles,Juba,2
Cities with unique architectural styles,Nelson (New Zealand),2
Cities with unique architectural styles,Manta,0
Cities with unique architectural styles,Eugene,1
Cities with unique architectural styles,Livingstone,0
Cities with unique architectural styles,Napier,3
Cities with unique architectural styles,Cork,2
Cities with unique architectural styles,Faroe Islands,1
Cities with unique architectural styles,Lilongwe,0
Cities with unique architectural styles,Noume虂a,2
Cities with unique architectural styles,Halifax,2
Cities with unique architectural styles,Portland (Oregon),2
Cities with unique architectural styles,Bloemfontein,1
Cities with unique architectural styles,Kailua-Kona,1
Cities with unique architectural styles,Roata虂n,0
Cities with unique architectural styles,Springfield (Illinois),1
Cities with unique architectural styles,Bahrain,2
Cities with unique architectural styles,Belize City,2
Cities with unique architectural styles,Apia,2
Cities with unique architectural styles,Leticia,0
Cities with unique architectural styles,Calgary,3
Cities with unique architectural styles,Taupo虅,0
Cities with unique architectural styles,Changchun,2
Cities with unique architectural styles,Fiji,0
Cities with unique architectural styles,Port Blair,0
Cities with unique architectural styles,Charlottetown,2
Cities with unique architectural styles,Fort Wayne,3
Cities with unique architectural styles,Fort Myers,1
Cities with unique architectural styles,Des Moines,2
Cities with unique architectural styles,Kerikeri,2
Cities with unique architectural styles,Acapulco,2
Cities with unique architectural styles,Madison,2
Cities with unique architectural styles,Axum,3
Cities with unique architectural styles,Haugesund,2
Cities with unique architectural styles,Grand Junction,2
Cities with unique architectural styles,Wilmington (North Carolina),2
Cities with unique architectural styles,Springfield (Missouri),1
Cities with unique architectural styles,Nanchang,1
Cities with unique architectural styles,Rapid City,2
Cities with unique architectural styles,Allentown,1
Cities with unique architectural styles,Boise,1
Cities with unique architectural styles,Chattanooga,2
Cities with unique architectural styles,Iwakuni,2
Cities with unique architectural styles,Harrisburg,2
Cities with unique architectural styles,Changzhou,2
Cities with unique architectural styles,Sault Sainte Marie (Ontario),1
Cities with unique architectural styles,Changsha,2
Cities with unique architectural styles,Penticton,1
Cities with unique architectural styles,I虃les-de-la-Madeleine,1
Cities with unique architectural styles,Gondar,3
Cities with unique architectural styles,Santa Ana (California),2
Cities with unique architectural styles,Guiyang,2
Cities with unique architectural styles,Reno,1
Cities with unique architectural styles,Shantou,2
Cities with unique architectural styles,Fredericton,2
Cities with unique architectural styles,Okinawa,2
Cities with unique architectural styles,Providenciales,0
Cities with unique architectural styles,Dandong,2
Cities with unique architectural styles,Sioux Falls,1
Cities with unique architectural styles,Kelowna,0
Cities with unique architectural styles,Westchester County,1
Cities with unique architectural styles,Saint Lucia,1
Cities with unique architectural styles,Sudbury (Ontario),0
Cities with unique architectural styles,Punta Cana,1
Cities with unique architectural styles,Lincoln,2
Cities with unique architectural styles,Palm Springs,3
Cities with unique architectural styles,Yantai,2
Cities with unique architectural styles,Traverse City,1
Cities with unique architectural styles,Anchorage,1
Cities with unique architectural styles,Grand Cayman,0
Cities with unique architectural styles,Little Rock,2
Cities with unique architectural styles,St. George (Utah),2
Cities with unique architectural styles,Columbia (South Carolina),2
Cities with unique architectural styles,Nanning,1
Cities with unique architectural styles,Flint,2
Cities with unique architectural styles,Hargeisa,2
Cities with unique architectural styles,Nantucket,3
Cities with unique architectural styles,Montego Bay,1
Cities with unique architectural styles,Wuxi,1
Cities with unique architectural styles,Xining,1
Cities with unique architectural styles,Grand Rapids,2
Cities with unique architectural styles,Fresno,2
Cities with unique architectural styles,Wuhan,2
Cities with unique architectural styles,Mont-Tremblant,1
Cities with unique architectural styles,Norfolk (Virginia),2
Cities with unique architectural styles,Zanzibar,3
Cities with unique architectural styles,Kagoshima,1
