Query,Hotel,Relevance Score
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_loews_hotel_vogue,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_le_place_d_armes_hotel_suites,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_le_place_d_armes_hotel_suites,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_sofitel_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_sofitel_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_hotel_du_fort,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_hotel_du_fort,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_hyatt_regency_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_hyatt_regency_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_auberge_du_vieux_port,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_auberge_du_vieux_port,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_hotel_gault,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_hotel_gault,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_intercontinental_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_intercontinental_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_w_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_w_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_le_saint_sulpice,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_le_saint_sulpice,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_residence_inn_by_marriott_montreal_downtown,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_sheraton_le_centre_montreal_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_sheraton_le_centre_montreal_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_delta_montreal_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_delta_montreal_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_delta_centre_ville,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_delta_centre_ville,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_le_cantlie_suites_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_le_cantlie_suites_hotel,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_holiday_inn_express_montreal_centre_ville,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_holiday_inn_express_montreal_centre_ville,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_chateau_de_l_argoat,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_chateau_de_l_argoat,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_hotel_xixe_siecle,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_hotel_xixe_siecle,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_marriott_chateau_champlain,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_marriott_chateau_champlain,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_embassy_suites_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_embassy_suites_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_springhill_suites_old_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_springhill_suites_old_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_fairmont_the_queen_elizabeth,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_fairmont_the_queen_elizabeth,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_opus_hotel_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_opus_hotel_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_hotel_st_paul,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_hotel_st_paul,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_novotel_montreal_center,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_novotel_montreal_center,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_holiday_inn_montreal_midtown,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_holiday_inn_montreal_midtown,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_ritz_carlton_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_ritz_carlton_montreal,0
Suggest a hotel with amazing eco-friendly initiatives.,can_quebec_montreal_auberge_bonaparte,0
Suggest a hotel with amazing eco-friendly initiatives.,can_montreal_auberge_bonaparte,0
What are the best hotels for digital nomads?,can_montreal_le_square_phillips_hotel_suites,2
What are the best hotels for digital nomads?,can_quebec_montreal_le_square_phillips_hotel_suites,1
What are the best hotels for digital nomads?,can_montreal_hyatt_regency_montreal,2
What are the best hotels for digital nomads?,can_quebec_montreal_hyatt_regency_montreal,2
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_omni_mont_royal,1
What are the best hotels for digital nomads?,can_montreal_hotel_omni_mont_royal,1
What are the best hotels for digital nomads?,can_quebec_montreal_loews_hotel_vogue,2
What are the best hotels for digital nomads?,can_montreal_loews_hotel_vogue,2
What are the best hotels for digital nomads?,can_montreal_marriott_chateau_champlain,1
What are the best hotels for digital nomads?,can_quebec_montreal_marriott_chateau_champlain,2
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_nelligan,1
What are the best hotels for digital nomads?,can_montreal_hotel_nelligan,1
What are the best hotels for digital nomads?,can_montreal_residence_inn_by_marriott_montreal_downtown,2
What are the best hotels for digital nomads?,can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,2
What are the best hotels for digital nomads?,can_montreal_hilton_montreal_bonaventure,1
What are the best hotels for digital nomads?,can_quebec_montreal_hilton_montreal_bonaventure,2
What are the best hotels for digital nomads?,can_quebec_montreal_sheraton_le_centre_montreal_hotel,1
What are the best hotels for digital nomads?,can_montreal_sheraton_le_centre_montreal_hotel,1
What are the best hotels for digital nomads?,can_montreal_w_montreal,2
What are the best hotels for digital nomads?,can_quebec_montreal_w_montreal,2
What are the best hotels for digital nomads?,can_quebec_montreal_delta_montreal_hotel,1
What are the best hotels for digital nomads?,can_montreal_delta_montreal_hotel,2
What are the best hotels for digital nomads?,can_montreal_le_cantlie_suites_hotel,2
What are the best hotels for digital nomads?,can_quebec_montreal_le_cantlie_suites_hotel,1
What are the best hotels for digital nomads?,can_quebec_montreal_holiday_inn_express_montreal_centre_ville,2
What are the best hotels for digital nomads?,can_montreal_holiday_inn_express_montreal_centre_ville,2
What are the best hotels for digital nomads?,can_montreal_sofitel_montreal,2
What are the best hotels for digital nomads?,can_quebec_montreal_sofitel_montreal,1
What are the best hotels for digital nomads?,can_montreal_fairmont_the_queen_elizabeth,2
What are the best hotels for digital nomads?,can_quebec_montreal_fairmont_the_queen_elizabeth,2
What are the best hotels for digital nomads?,can_montreal_delta_centre_ville,2
What are the best hotels for digital nomads?,can_quebec_montreal_delta_centre_ville,1
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_gault,2
What are the best hotels for digital nomads?,can_montreal_hotel_gault,2
What are the best hotels for digital nomads?,can_quebec_montreal_springhill_suites_old_montreal,2
What are the best hotels for digital nomads?,can_montreal_springhill_suites_old_montreal,1
What are the best hotels for digital nomads?,can_quebec_montreal_intercontinental_montreal,2
What are the best hotels for digital nomads?,can_montreal_intercontinental_montreal,1
What are the best hotels for digital nomads?,can_montreal_chateau_de_l_argoat,1
What are the best hotels for digital nomads?,can_quebec_montreal_chateau_de_l_argoat,1
What are the best hotels for digital nomads?,can_quebec_montreal_le_place_d_armes_hotel_suites,1
What are the best hotels for digital nomads?,can_montreal_le_place_d_armes_hotel_suites,1
What are the best hotels for digital nomads?,can_montreal_hotel_xixe_siecle,1
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_xixe_siecle,1
What are the best hotels for digital nomads?,can_quebec_montreal_auberge_du_vieux_port,2
What are the best hotels for digital nomads?,can_montreal_auberge_du_vieux_port,1
What are the best hotels for digital nomads?,can_montreal_opus_hotel_montreal,1
What are the best hotels for digital nomads?,can_quebec_montreal_opus_hotel_montreal,1
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_st_paul,1
What are the best hotels for digital nomads?,can_montreal_hotel_st_paul,1
What are the best hotels for digital nomads?,can_quebec_montreal_hotel_du_fort,2
What are the best hotels for digital nomads?,can_montreal_hotel_du_fort,1
What are the best hotels for digital nomads?,can_montreal_novotel_montreal_center,1
What are the best hotels for digital nomads?,can_quebec_montreal_novotel_montreal_center,1
What are the best hotels for digital nomads?,can_montreal_le_saint_sulpice,2
What are the best hotels for digital nomads?,can_quebec_montreal_le_saint_sulpice,2
What are the best hotels for digital nomads?,can_quebec_montreal_embassy_suites_montreal,2
What are the best hotels for digital nomads?,can_montreal_embassy_suites_montreal,2
What are the best hotels for digital nomads?,can_montreal_holiday_inn_montreal_midtown,1
What are the best hotels for digital nomads?,can_quebec_montreal_holiday_inn_montreal_midtown,1
What are the best hotels for digital nomads?,can_montreal_ritz_carlton_montreal,1
What are the best hotels for digital nomads?,can_quebec_montreal_ritz_carlton_montreal,1
What are the best hotels for digital nomads?,can_quebec_montreal_auberge_bonaparte,1
What are the best hotels for digital nomads?,can_montreal_auberge_bonaparte,1
Recommend a hotel that caters to solo travellers.,can_montreal_le_square_phillips_hotel_suites,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_le_square_phillips_hotel_suites,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_nelligan,1
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_nelligan,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_loews_hotel_vogue,2
Recommend a hotel that caters to solo travellers.,can_montreal_loews_hotel_vogue,2
Recommend a hotel that caters to solo travellers.,can_montreal_w_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_w_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_omni_mont_royal,1
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_omni_mont_royal,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_le_place_d_armes_hotel_suites,2
Recommend a hotel that caters to solo travellers.,can_montreal_le_place_d_armes_hotel_suites,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_auberge_du_vieux_port,1
Recommend a hotel that caters to solo travellers.,can_montreal_auberge_du_vieux_port,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_holiday_inn_express_montreal_centre_ville,2
Recommend a hotel that caters to solo travellers.,can_montreal_holiday_inn_express_montreal_centre_ville,2
Recommend a hotel that caters to solo travellers.,can_montreal_sofitel_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_sofitel_montreal,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,2
Recommend a hotel that caters to solo travellers.,can_montreal_residence_inn_by_marriott_montreal_downtown,2
Recommend a hotel that caters to solo travellers.,can_montreal_novotel_montreal_center,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_novotel_montreal_center,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_intercontinental_montreal,1
Recommend a hotel that caters to solo travellers.,can_montreal_intercontinental_montreal,1
Recommend a hotel that caters to solo travellers.,can_montreal_marriott_chateau_champlain,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_marriott_chateau_champlain,1
Recommend a hotel that caters to solo travellers.,can_montreal_fairmont_the_queen_elizabeth,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_fairmont_the_queen_elizabeth,1
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_xixe_siecle,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_xixe_siecle,1
Recommend a hotel that caters to solo travellers.,can_montreal_hyatt_regency_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hyatt_regency_montreal,2
Recommend a hotel that caters to solo travellers.,can_montreal_opus_hotel_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_opus_hotel_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_sheraton_le_centre_montreal_hotel,2
Recommend a hotel that caters to solo travellers.,can_montreal_sheraton_le_centre_montreal_hotel,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_du_fort,1
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_du_fort,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_st_paul,1
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_st_paul,2
Recommend a hotel that caters to solo travellers.,can_montreal_hilton_montreal_bonaventure,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hilton_montreal_bonaventure,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_delta_montreal_hotel,1
Recommend a hotel that caters to solo travellers.,can_montreal_delta_montreal_hotel,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_hotel_gault,2
Recommend a hotel that caters to solo travellers.,can_montreal_hotel_gault,2
Recommend a hotel that caters to solo travellers.,can_montreal_chateau_de_l_argoat,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_chateau_de_l_argoat,2
Recommend a hotel that caters to solo travellers.,can_montreal_delta_centre_ville,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_delta_centre_ville,1
Recommend a hotel that caters to solo travellers.,can_montreal_embassy_suites_montreal,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_embassy_suites_montreal,1
Recommend a hotel that caters to solo travellers.,can_montreal_le_saint_sulpice,2
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_le_saint_sulpice,2
Recommend a hotel that caters to solo travellers.,can_montreal_le_cantlie_suites_hotel,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_le_cantlie_suites_hotel,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_springhill_suites_old_montreal,2
Recommend a hotel that caters to solo travellers.,can_montreal_springhill_suites_old_montreal,1
Recommend a hotel that caters to solo travellers.,can_montreal_holiday_inn_montreal_midtown,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_holiday_inn_montreal_midtown,1
Recommend a hotel that caters to solo travellers.,can_montreal_ritz_carlton_montreal,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_ritz_carlton_montreal,1
Recommend a hotel that caters to solo travellers.,can_quebec_montreal_auberge_bonaparte,1
Recommend a hotel that caters to solo travellers.,can_montreal_auberge_bonaparte,2
Which hotel allows me to embrace local culture?,can_montreal_fairmont_the_queen_elizabeth,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_fairmont_the_queen_elizabeth,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_nelligan,3
Which hotel allows me to embrace local culture?,can_montreal_hotel_nelligan,3
Which hotel allows me to embrace local culture?,can_montreal_marriott_chateau_champlain,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_marriott_chateau_champlain,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_gault,3
Which hotel allows me to embrace local culture?,can_montreal_hotel_gault,3
Which hotel allows me to embrace local culture?,can_montreal_le_square_phillips_hotel_suites,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_le_square_phillips_hotel_suites,2
Which hotel allows me to embrace local culture?,can_montreal_chateau_de_l_argoat,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_chateau_de_l_argoat,3
Which hotel allows me to embrace local culture?,can_montreal_le_saint_sulpice,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_le_saint_sulpice,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_le_place_d_armes_hotel_suites,3
Which hotel allows me to embrace local culture?,can_montreal_le_place_d_armes_hotel_suites,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_omni_mont_royal,2
Which hotel allows me to embrace local culture?,can_montreal_hotel_omni_mont_royal,2
Which hotel allows me to embrace local culture?,can_montreal_hotel_xixe_siecle,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_xixe_siecle,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_loews_hotel_vogue,2
Which hotel allows me to embrace local culture?,can_montreal_loews_hotel_vogue,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_sheraton_le_centre_montreal_hotel,2
Which hotel allows me to embrace local culture?,can_montreal_sheraton_le_centre_montreal_hotel,1
Which hotel allows me to embrace local culture?,can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_auberge_du_vieux_port,3
Which hotel allows me to embrace local culture?,can_montreal_auberge_du_vieux_port,3
Which hotel allows me to embrace local culture?,can_montreal_residence_inn_by_marriott_montreal_downtown,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_intercontinental_montreal,2
Which hotel allows me to embrace local culture?,can_montreal_intercontinental_montreal,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_du_fort,1
Which hotel allows me to embrace local culture?,can_montreal_hotel_du_fort,2
Which hotel allows me to embrace local culture?,can_montreal_hyatt_regency_montreal,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hyatt_regency_montreal,3
Which hotel allows me to embrace local culture?,can_montreal_w_montreal,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_w_montreal,2
Which hotel allows me to embrace local culture?,can_montreal_embassy_suites_montreal,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_embassy_suites_montreal,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_holiday_inn_express_montreal_centre_ville,1
Which hotel allows me to embrace local culture?,can_montreal_holiday_inn_express_montreal_centre_ville,1
Which hotel allows me to embrace local culture?,can_montreal_sofitel_montreal,1
Which hotel allows me to embrace local culture?,can_quebec_montreal_sofitel_montreal,2
Which hotel allows me to embrace local culture?,can_montreal_hilton_montreal_bonaventure,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hilton_montreal_bonaventure,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_springhill_suites_old_montreal,3
Which hotel allows me to embrace local culture?,can_montreal_springhill_suites_old_montreal,3
Which hotel allows me to embrace local culture?,can_montreal_delta_centre_ville,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_delta_centre_ville,2
Which hotel allows me to embrace local culture?,can_montreal_opus_hotel_montreal,3
Which hotel allows me to embrace local culture?,can_quebec_montreal_opus_hotel_montreal,3
Which hotel allows me to embrace local culture?,can_montreal_le_cantlie_suites_hotel,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_le_cantlie_suites_hotel,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_hotel_st_paul,2
Which hotel allows me to embrace local culture?,can_montreal_hotel_st_paul,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_delta_montreal_hotel,2
Which hotel allows me to embrace local culture?,can_montreal_delta_montreal_hotel,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_auberge_bonaparte,3
Which hotel allows me to embrace local culture?,can_montreal_auberge_bonaparte,3
Which hotel allows me to embrace local culture?,can_montreal_novotel_montreal_center,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_novotel_montreal_center,2
Which hotel allows me to embrace local culture?,can_montreal_holiday_inn_montreal_midtown,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_holiday_inn_montreal_midtown,2
Which hotel allows me to embrace local culture?,can_montreal_ritz_carlton_montreal,2
Which hotel allows me to embrace local culture?,can_quebec_montreal_ritz_carlton_montreal,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_hotel_nelligan,3
What are the best hotels for food and wine pairings?,can_montreal_hotel_nelligan,3
What are the best hotels for food and wine pairings?,can_quebec_montreal_le_place_d_armes_hotel_suites,2
What are the best hotels for food and wine pairings?,can_montreal_le_place_d_armes_hotel_suites,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_auberge_du_vieux_port,2
What are the best hotels for food and wine pairings?,can_montreal_auberge_du_vieux_port,2
What are the best hotels for food and wine pairings?,can_montreal_le_square_phillips_hotel_suites,0
What are the best hotels for food and wine pairings?,can_quebec_montreal_le_square_phillips_hotel_suites,0
What are the best hotels for food and wine pairings?,can_montreal_w_montreal,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_w_montreal,1
What are the best hotels for food and wine pairings?,can_montreal_le_saint_sulpice,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_le_saint_sulpice,1
What are the best hotels for food and wine pairings?,can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,0
What are the best hotels for food and wine pairings?,can_montreal_residence_inn_by_marriott_montreal_downtown,0
What are the best hotels for food and wine pairings?,can_quebec_montreal_loews_hotel_vogue,2
What are the best hotels for food and wine pairings?,can_montreal_loews_hotel_vogue,2
What are the best hotels for food and wine pairings?,can_montreal_sofitel_montreal,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_sofitel_montreal,2
What are the best hotels for food and wine pairings?,can_montreal_hotel_xixe_siecle,2
What are the best hotels for food and wine pairings?,can_quebec_montreal_hotel_xixe_siecle,1
What are the best hotels for food and wine pairings?,can_quebec_montreal_hotel_omni_mont_royal,1
What are the best hotels for food and wine pairings?,can_montreal_hotel_omni_mont_royal,0
What are the best hotels for food and wine pairings?,can_montreal_chateau_de_l_argoat,0
What are the best hotels for food and wine pairings?,can_quebec_montreal_chateau_de_l_argoat,0
